transaction_id,customer_id,product_id,order_date,order_value,payment_method,device_type,discount_applied,shipping_delay_days,fraud_label
TXN0119242,CUST005292,PROD01117,2024-03-28,304.57,Crypto,Mobile,0.04,7,0
TXN0119243,CUST024390,PROD00964,2023-06-05,535.46,Credit Card,Mobile,0.36,5,0
TXN0119244,CUST014358,PROD01680,2022-09-09,902.07,UPI,Tablet,0.07,7,0
TXN0119245,CUST019576,PROD00461,2023-09-07,155.97,Crypto,Mobile,0.07,0,0
TXN0119246,CUST002517,PROD00649,2020-10-14,442.22,Debit Card,Mobile,0.44,8,1
TXN0119247,CUST004166,PROD01276,2020-10-13,59.8,Crypto,Mobile,0.33,10,0
TXN0119248,CUST003839,PROD00544,2023-10-26,240.15,Credit Card,Tablet,0.47,0,0
TXN0119249,CUST019465,PROD01744,2020-11-29,311.91,Crypto,Tablet,0.48,5,0
TXN0119250,CUST023935,PROD01982,2023-03-27,677.6,Credit Card,Desktop,0.23,1,0
TXN0119251,CUST024677,PROD00026,2023-05-11,489.34,UPI,Tablet,0.33,0,0
TXN0119252,CUST010242,PROD00577,2023-10-30,545.98,Crypto,Mobile,0.33,0,0
TXN0119253,CUST014845,PROD01680,2021-12-10,911.77,UPI,Desktop,0.06,5,0
TXN0119254,CUST024751,PROD00858,2022-04-11,625.54,UPI,Mobile,0.31,4,0
TXN0119255,CUST020114,PROD01782,2024-02-16,155.7,PayPal,Desktop,0.06,3,0
TXN0119256,CUST012800,PROD00077,2021-10-18,508.78,Credit Card,Mobile,0.43,7,1
TXN0119257,CUST014249,PROD01038,2021-01-23,132.74,UPI,Tablet,0.46,3,0
TXN0119258,CUST002413,PROD01781,2023-06-14,657.42,UPI,Tablet,0.19,0,0
TXN0119259,CUST022459,PROD00946,2020-12-26,597.95,PayPal,Tablet,0.35,2,0
TXN0119260,CUST023702,PROD01926,2023-03-24,245.99,Debit Card,Mobile,0.35,6,0
TXN0119261,CUST023376,PROD01665,2024-04-09,334.58,UPI,Desktop,0.03,0,0
TXN0119262,CUST002123,PROD00489,2021-01-17,919.47,Credit Card,Tablet,0.08,4,0
TXN0119263,CUST004504,PROD01569,2020-05-13,234.12,Crypto,Tablet,0.44,2,0
TXN0119264,CUST022598,PROD01286,2023-01-17,73.28,Debit Card,Mobile,0.1,5,0
TXN0119265,CUST010837,PROD01093,2021-03-03,523.35,Credit Card,Mobile,0.38,7,0
TXN0119266,CUST020977,PROD01635,2021-01-20,89.34,UPI,Tablet,0.3,2,1
TXN0119267,CUST008942,PROD00309,2021-10-17,273.98,Credit Card,Mobile,0.36,7,0
TXN0119268,CUST012696,PROD00252,2022-02-12,314.55,Debit Card,Tablet,0.07,10,0
TXN0119269,CUST004857,PROD01758,2021-05-11,80.06,UPI,Mobile,0.4,3,0
TXN0119270,CUST023796,PROD01997,2022-10-20,547.45,UPI,Tablet,0.18,5,0
TXN0119271,CUST013986,PROD01048,2021-01-18,469.79,PayPal,Mobile,0.49,9,0
TXN0119272,CUST021393,PROD01385,2020-11-27,556.59,Credit Card,Desktop,0.22,3,0
TXN0119273,CUST010944,PROD00552,2023-12-16,305.21,PayPal,Tablet,0.16,7,0
TXN0119274,CUST018925,PROD00125,2019-01-13,92.04,Credit Card,Mobile,0.07,5,0
TXN0119275,CUST002434,PROD00435,2023-09-14,54.44,Crypto,Tablet,0.04,9,0
TXN0119276,CUST019838,PROD01877,2020-12-05,307.29,Credit Card,Tablet,0.44,7,0
TXN0119277,CUST010838,PROD01600,2022-05-13,737.19,Crypto,Tablet,0.06,2,0
TXN0119278,CUST018938,PROD01880,2020-01-10,471.04,Debit Card,Tablet,0.44,4,0
TXN0119279,CUST001732,PROD01270,2019-08-22,252.56,Debit Card,Tablet,0.28,8,0
TXN0119280,CUST014093,PROD01248,2022-01-25,548.27,UPI,Tablet,0.33,4,0
TXN0119281,CUST024670,PROD00563,2020-06-11,553.88,UPI,Tablet,0.4,5,0
TXN0119282,CUST013835,PROD01787,2021-12-31,623.46,Debit Card,Desktop,0.27,10,0
TXN0119283,CUST001990,PROD01733,2020-11-29,554.89,Crypto,Mobile,0.25,9,0
TXN0119284,CUST010637,PROD00257,2022-07-30,210.68,Debit Card,Mobile,0.39,7,0
TXN0119285,CUST006633,PROD01675,2019-04-16,753.15,PayPal,Desktop,0.21,6,0
TXN0119286,CUST007807,PROD01447,2020-09-12,370.85,UPI,Desktop,0.04,4,0
TXN0119287,CUST014240,PROD00637,2019-11-11,224.6,UPI,Mobile,0.32,0,0
TXN0119288,CUST014248,PROD01656,2020-09-03,215.55,PayPal,Desktop,0.02,3,0
TXN0119289,CUST017542,PROD01611,2021-01-13,558.22,Credit Card,Desktop,0.3,10,0
TXN0119290,CUST019764,PROD01230,2022-02-04,288.89,PayPal,Tablet,0.26,9,0
TXN0119291,CUST022194,PROD01681,2023-01-15,648.89,Credit Card,Mobile,0.15,10,0
TXN0119292,CUST020396,PROD01420,2022-08-10,377.22,PayPal,Desktop,0.17,8,0
TXN0119293,CUST014347,PROD01793,2019-02-08,445.53,Crypto,Tablet,0.23,5,0
TXN0119294,CUST009238,PROD00069,2022-01-17,456.3,Credit Card,Mobile,0.25,1,0
TXN0119295,CUST013955,PROD00802,2020-12-17,248.58,UPI,Desktop,0.21,7,0
TXN0119296,CUST012662,PROD01919,2024-02-26,728.52,PayPal,Desktop,0.2,7,0
TXN0119297,CUST006599,PROD00916,2019-08-04,657.23,Credit Card,Desktop,0.16,0,0
TXN0119298,CUST015032,PROD01217,2022-02-18,407.27,Debit Card,Desktop,0.32,0,0
TXN0119299,CUST016224,PROD01285,2023-09-13,491.78,Crypto,Desktop,0.2,5,0
TXN0119300,CUST003728,PROD01332,2019-04-14,47.07,Crypto,Mobile,0.16,2,0
TXN0119301,CUST021333,PROD01548,2022-08-19,173.99,Crypto,Desktop,0.45,5,0
TXN0119302,CUST001528,PROD00087,2021-03-12,520.71,Crypto,Desktop,0.09,6,0
TXN0119303,CUST009886,PROD01732,2020-11-25,864.68,Credit Card,Desktop,0.07,9,0
TXN0119304,CUST016173,PROD00076,2019-04-09,151.14,PayPal,Mobile,0.39,8,0
TXN0119305,CUST000770,PROD01256,2022-12-22,285.23,Credit Card,Mobile,0.06,9,0
TXN0119306,CUST001844,PROD01111,2020-12-29,535.24,Debit Card,Mobile,0.14,7,0
TXN0119307,CUST021164,PROD00170,2021-05-01,675.2,Debit Card,Mobile,0.18,0,0
TXN0119308,CUST005472,PROD00885,2024-05-29,320.75,Crypto,Mobile,0.14,1,0
TXN0119309,CUST011759,PROD01608,2019-06-27,184.29,Debit Card,Mobile,0.37,7,0
TXN0119310,CUST022324,PROD00254,2024-03-27,710.68,Debit Card,Desktop,0.1,4,0
TXN0119311,CUST022684,PROD00002,2024-03-21,396.44,UPI,Tablet,0.34,0,1
TXN0119312,CUST021679,PROD01012,2021-04-16,89.99,Credit Card,Desktop,0.15,8,0
TXN0119313,CUST012309,PROD01636,2019-11-09,94.56,Debit Card,Tablet,0.43,1,0
TXN0119314,CUST011751,PROD01453,2023-10-28,125.66,UPI,Tablet,0.44,2,0
TXN0119315,CUST003287,PROD00375,2024-04-23,742.03,Debit Card,Desktop,0.14,0,0
TXN0119316,CUST022687,PROD01421,2020-12-04,83.7,Debit Card,Desktop,0.3,3,0
TXN0119317,CUST020570,PROD01009,2022-03-22,36.17,UPI,Desktop,0.41,0,0
TXN0119318,CUST023155,PROD00028,2021-08-27,600.17,Debit Card,Mobile,0.04,8,0
TXN0119319,CUST003140,PROD00845,2023-02-12,214.67,PayPal,Desktop,0.28,8,0
TXN0119320,CUST022115,PROD00806,2022-09-23,491.74,Crypto,Desktop,0.49,5,0
TXN0119321,CUST013450,PROD01811,2024-04-08,499.62,Credit Card,Tablet,0.18,5,0
TXN0119322,CUST016893,PROD00843,2022-12-28,137.38,Crypto,Tablet,0.36,8,0
TXN0119323,CUST018903,PROD00341,2021-03-23,419.36,PayPal,Tablet,0.4,2,0
TXN0119324,CUST013878,PROD00261,2022-06-29,438.15,UPI,Desktop,0.37,4,0
TXN0119325,CUST021527,PROD00320,2022-09-11,27.42,Credit Card,Mobile,0.47,9,0
TXN0119326,CUST010567,PROD01147,2020-08-04,575.69,Crypto,Mobile,0.38,4,1
TXN0119327,CUST012758,PROD01227,2020-08-10,425.29,UPI,Mobile,0.47,0,0
TXN0119328,CUST014343,PROD01657,2023-04-15,842.47,Debit Card,Tablet,0.12,7,0
TXN0119329,CUST002046,PROD00284,2020-03-10,418.19,Crypto,Desktop,0.3,8,0
TXN0119330,CUST005452,PROD01912,2020-11-20,437.07,UPI,Tablet,0.19,0,0
TXN0119331,CUST001611,PROD00670,2020-01-27,497.81,Debit Card,Tablet,0.36,0,0
TXN0119332,CUST009250,PROD01156,2021-03-18,650.08,Credit Card,Desktop,0.08,6,0
TXN0119333,CUST018233,PROD01022,2019-01-03,569.23,PayPal,Desktop,0.09,7,0
TXN0119334,CUST001952,PROD01277,2023-08-29,782.78,Credit Card,Tablet,0.07,4,0
TXN0119335,CUST018409,PROD00832,2022-01-19,338.96,Credit Card,Tablet,0.13,6,0
TXN0119336,CUST009616,PROD00088,2022-02-04,900.99,PayPal,Mobile,0.09,9,0
TXN0119337,CUST024968,PROD00975,2023-08-10,498.8,Debit Card,Tablet,0.39,0,0
TXN0119338,CUST009115,PROD00844,2023-04-21,708.46,PayPal,Tablet,0.29,7,0
TXN0119339,CUST010605,PROD01559,2020-08-25,332.7,Debit Card,Mobile,0.19,9,0
TXN0119340,CUST013295,PROD00854,2019-05-01,452.81,UPI,Tablet,0.1,9,0
TXN0119341,CUST001139,PROD01876,2023-01-05,506.71,Crypto,Tablet,0.4,4,0
TXN0119342,CUST013912,PROD01836,2022-07-31,104.08,Crypto,Tablet,0.44,0,0
TXN0119343,CUST013278,PROD01731,2021-02-23,191.24,UPI,Tablet,0.43,9,0
TXN0119344,CUST017455,PROD00752,2020-07-22,448.28,Debit Card,Tablet,0.46,1,0
TXN0119345,CUST023083,PROD01699,2021-11-19,29.96,Crypto,Tablet,0.4,5,0
TXN0119346,CUST014530,PROD00653,2022-04-04,438.16,PayPal,Desktop,0.32,10,0
TXN0119347,CUST017394,PROD01606,2023-12-26,729.39,PayPal,Tablet,0.22,7,0
TXN0119348,CUST004743,PROD00948,2022-08-26,642.17,PayPal,Mobile,0.15,0,0
TXN0119349,CUST009223,PROD01161,2021-10-21,157.92,PayPal,Tablet,0.0,4,0
TXN0119350,CUST023950,PROD01685,2023-10-15,110.11,Credit Card,Desktop,0.42,10,0
TXN0119351,CUST007661,PROD01044,2024-04-25,654.65,Crypto,Tablet,0.22,5,0
TXN0119352,CUST001424,PROD01841,2020-02-28,467.68,PayPal,Mobile,0.44,9,0
TXN0119353,CUST005696,PROD01050,2023-11-17,561.23,Debit Card,Desktop,0.16,10,0
TXN0119354,CUST024901,PROD01581,2020-05-27,597.7,Crypto,Tablet,0.17,3,0
TXN0119355,CUST024508,PROD01709,2020-06-04,904.11,Credit Card,Desktop,0.01,4,0
TXN0119356,CUST014311,PROD00487,2019-11-19,166.9,UPI,Tablet,0.24,10,0
TXN0119357,CUST013009,PROD00628,2024-02-12,664.21,UPI,Mobile,0.24,3,0
TXN0119358,CUST020248,PROD01660,2024-03-07,140.67,PayPal,Tablet,0.33,10,0
TXN0119359,CUST017936,PROD01584,2021-11-25,506.14,UPI,Tablet,0.37,7,0
TXN0119360,CUST017583,PROD00518,2021-02-01,500.99,PayPal,Desktop,0.17,6,0
TXN0119361,CUST001943,PROD00546,2019-09-23,128.77,Crypto,Mobile,0.46,9,0
TXN0119362,CUST023009,PROD00499,2020-09-13,466.18,Debit Card,Mobile,0.23,4,0
TXN0119363,CUST019689,PROD00920,2021-05-27,632.39,Crypto,Desktop,0.29,6,0
TXN0119364,CUST006978,PROD01844,2019-06-09,207.33,Credit Card,Mobile,0.3,7,0
TXN0119365,CUST024922,PROD00473,2023-01-04,24.72,Debit Card,Tablet,0.44,10,0
TXN0119366,CUST014085,PROD01449,2022-11-23,383.54,Crypto,Mobile,0.35,0,0
TXN0119367,CUST018418,PROD01232,2020-01-02,195.37,Crypto,Mobile,0.18,9,0
TXN0119368,CUST016799,PROD01994,2022-09-13,375.64,UPI,Desktop,0.35,1,0
TXN0119369,CUST011249,PROD00318,2021-10-27,366.69,UPI,Desktop,0.45,6,0
TXN0119370,CUST011159,PROD01070,2023-12-18,442.27,UPI,Desktop,0.41,9,0
TXN0119371,CUST023782,PROD01886,2022-12-15,131.53,Debit Card,Desktop,0.02,10,0
TXN0119372,CUST011445,PROD01356,2022-10-28,104.11,PayPal,Desktop,0.03,2,0
TXN0119373,CUST005243,PROD00615,2023-10-25,291.86,PayPal,Tablet,0.34,4,0
TXN0119374,CUST000446,PROD01615,2022-11-29,181.34,PayPal,Desktop,0.49,1,0
TXN0119375,CUST013623,PROD00599,2020-07-14,32.52,UPI,Desktop,0.3,4,0
TXN0119376,CUST013066,PROD00073,2023-11-23,256.44,Debit Card,Tablet,0.22,8,0
TXN0119377,CUST008806,PROD01991,2020-11-20,562.57,Crypto,Mobile,0.29,5,0
TXN0119378,CUST022581,PROD01599,2023-06-22,232.22,PayPal,Desktop,0.23,6,0
TXN0119379,CUST003025,PROD00820,2023-10-15,559.01,Credit Card,Desktop,0.11,0,0
TXN0119380,CUST012397,PROD01030,2019-08-23,17.48,PayPal,Mobile,0.14,5,0
TXN0119381,CUST020239,PROD00980,2020-12-13,497.97,UPI,Desktop,0.15,4,0
TXN0119382,CUST016723,PROD01572,2019-12-25,527.35,PayPal,Desktop,0.3,8,0
TXN0119383,CUST011252,PROD00251,2023-12-13,70.36,Crypto,Desktop,0.42,5,1
TXN0119384,CUST010649,PROD00339,2019-11-27,685.84,Credit Card,Mobile,0.03,8,0
TXN0119385,CUST008538,PROD01350,2022-04-13,419.14,Credit Card,Mobile,0.26,5,0
TXN0119386,CUST006193,PROD00075,2023-04-13,71.69,Credit Card,Desktop,0.27,4,0
TXN0119387,CUST014553,PROD01444,2020-04-19,423.96,Crypto,Mobile,0.48,5,0
TXN0119388,CUST011465,PROD00948,2022-07-18,445.74,PayPal,Desktop,0.41,4,0
TXN0119389,CUST002768,PROD01203,2020-09-19,661.26,Crypto,Mobile,0.2,5,0
TXN0119390,CUST008738,PROD01086,2020-08-06,102.99,Crypto,Desktop,0.3,6,0
TXN0119391,CUST023610,PROD00159,2022-06-16,355.14,Crypto,Desktop,0.33,9,0
TXN0119392,CUST022081,PROD00410,2020-03-28,183.37,Crypto,Desktop,0.34,0,0
TXN0119393,CUST020002,PROD01565,2019-07-06,191.05,Credit Card,Desktop,0.45,0,0
TXN0119394,CUST006370,PROD00419,2022-03-14,487.87,Debit Card,Tablet,0.29,5,0
TXN0119395,CUST000497,PROD01146,2020-03-09,349.13,Credit Card,Mobile,0.11,5,0
TXN0119396,CUST010720,PROD01647,2019-03-01,519.08,Debit Card,Desktop,0.32,7,0
TXN0119397,CUST005907,PROD00670,2019-12-04,684.49,PayPal,Mobile,0.12,1,0
TXN0119398,CUST014172,PROD01914,2020-09-07,430.79,Crypto,Desktop,0.06,6,0
TXN0119399,CUST022016,PROD01646,2021-02-27,248.42,UPI,Tablet,0.3,4,1
TXN0119400,CUST001130,PROD01767,2021-02-13,370.84,UPI,Mobile,0.14,1,0
TXN0119401,CUST014162,PROD00358,2020-09-08,163.83,Debit Card,Mobile,0.31,7,0
TXN0119402,CUST004662,PROD00044,2022-10-16,302.78,Debit Card,Tablet,0.41,4,0
TXN0119403,CUST018098,PROD00314,2019-07-28,538.13,Credit Card,Desktop,0.07,2,1
TXN0119404,CUST011754,PROD00399,2019-05-01,48.99,Debit Card,Desktop,0.03,8,0
TXN0119405,CUST020032,PROD00323,2019-10-06,691.63,PayPal,Desktop,0.04,1,0
TXN0119406,CUST024411,PROD00157,2019-07-03,118.29,Debit Card,Tablet,0.48,10,1
TXN0119407,CUST000748,PROD00236,2024-04-24,950.41,PayPal,Tablet,0.04,0,0
TXN0119408,CUST003256,PROD01511,2022-09-26,147.12,Credit Card,Mobile,0.46,6,0
TXN0119409,CUST015600,PROD01737,2022-07-18,443.8,UPI,Mobile,0.49,4,0
TXN0119410,CUST003708,PROD01352,2022-11-20,536.07,Debit Card,Desktop,0.04,8,0
TXN0119411,CUST018580,PROD01756,2020-12-28,375.99,PayPal,Desktop,0.27,9,0
TXN0119412,CUST003563,PROD01761,2020-04-27,642.32,Debit Card,Mobile,0.35,2,0
TXN0119413,CUST011084,PROD00913,2021-09-24,971.54,UPI,Tablet,0.02,6,0
TXN0119414,CUST011139,PROD00191,2024-01-02,382.15,Crypto,Mobile,0.26,5,0
TXN0119415,CUST016116,PROD01693,2019-01-11,486.73,Credit Card,Mobile,0.21,7,0
TXN0119416,CUST006348,PROD00399,2022-02-18,37.88,UPI,Desktop,0.25,8,0
TXN0119417,CUST013044,PROD01159,2021-02-01,612.44,Crypto,Mobile,0.27,5,0
TXN0119418,CUST024141,PROD01787,2021-07-31,546.59,PayPal,Tablet,0.36,3,1
TXN0119419,CUST016881,PROD01758,2023-04-22,125.42,PayPal,Mobile,0.06,8,0
TXN0119420,CUST019366,PROD01428,2020-08-28,367.85,Credit Card,Mobile,0.5,8,0
TXN0119421,CUST020498,PROD01170,2019-02-20,402.2,Debit Card,Desktop,0.14,0,0
TXN0119422,CUST016464,PROD00089,2022-11-13,447.77,Crypto,Desktop,0.49,3,0
TXN0119423,CUST003231,PROD01526,2023-05-26,208.59,UPI,Tablet,0.34,4,0
TXN0119424,CUST019633,PROD00094,2021-03-03,525.89,Crypto,Mobile,0.34,9,0
TXN0119425,CUST000608,PROD01873,2023-05-21,473.97,UPI,Mobile,0.46,4,0
TXN0119426,CUST011448,PROD01075,2022-11-23,49.36,UPI,Mobile,0.44,3,0
TXN0119427,CUST022107,PROD00575,2020-02-17,273.02,Debit Card,Mobile,0.11,5,0
TXN0119428,CUST002676,PROD00840,2022-02-11,311.65,Crypto,Tablet,0.35,4,0
TXN0119429,CUST008841,PROD00163,2019-10-05,37.66,Debit Card,Mobile,0.25,3,0
TXN0119430,CUST003756,PROD00454,2019-07-20,445.79,Debit Card,Mobile,0.25,4,0
TXN0119431,CUST021923,PROD00824,2020-10-23,539.86,Crypto,Desktop,0.01,4,0
TXN0119432,CUST012985,PROD00191,2024-04-28,382.15,PayPal,Mobile,0.26,2,0
TXN0119433,CUST006114,PROD01680,2020-01-28,921.47,Debit Card,Desktop,0.05,10,0
TXN0119434,CUST023137,PROD00725,2023-11-02,155.74,UPI,Mobile,0.13,5,0
TXN0119435,CUST005793,PROD01124,2020-03-02,689.21,Crypto,Desktop,0.01,8,0
TXN0119436,CUST001715,PROD00573,2019-04-10,49.99,PayPal,Desktop,0.2,1,0
TXN0119437,CUST007177,PROD01815,2020-02-16,74.58,Credit Card,Tablet,0.46,8,0
TXN0119438,CUST002122,PROD00627,2024-01-08,180.64,PayPal,Tablet,0.4,8,0
TXN0119439,CUST016696,PROD00713,2020-10-25,81.49,Credit Card,Desktop,0.03,9,0
TXN0119440,CUST001585,PROD00670,2022-10-29,497.81,UPI,Mobile,0.36,5,0
TXN0119441,CUST023534,PROD00087,2019-02-03,366.21,Crypto,Tablet,0.36,0,0
TXN0119442,CUST006183,PROD00009,2019-07-27,279.86,Crypto,Tablet,0.39,10,0
TXN0119443,CUST000456,PROD01520,2022-02-11,456.05,Credit Card,Tablet,0.33,6,0
TXN0119444,CUST020321,PROD00726,2023-04-13,812.72,Crypto,Desktop,0.03,4,0
TXN0119445,CUST009961,PROD01245,2024-03-22,301.15,PayPal,Mobile,0.33,6,0
TXN0119446,CUST006832,PROD01351,2020-11-30,831.94,Crypto,Tablet,0.11,0,0
TXN0119447,CUST004475,PROD00767,2023-03-01,78.74,Debit Card,Desktop,0.3,1,0
TXN0119448,CUST001163,PROD00571,2020-10-27,103.13,UPI,Mobile,0.34,1,0
TXN0119449,CUST020264,PROD00597,2020-06-25,67.75,Debit Card,Mobile,0.05,8,0
TXN0119450,CUST002530,PROD00579,2021-12-02,104.0,UPI,Desktop,0.23,0,0
TXN0119451,CUST020450,PROD00528,2019-12-30,346.68,Credit Card,Mobile,0.12,2,0
TXN0119452,CUST002400,PROD01371,2019-07-27,339.66,UPI,Tablet,0.4,9,0
TXN0119453,CUST008002,PROD00918,2021-05-17,358.15,Crypto,Tablet,0.47,0,0
TXN0119454,CUST014399,PROD00238,2024-05-18,442.27,Credit Card,Tablet,0.26,5,0
TXN0119455,CUST020224,PROD00163,2019-07-05,36.16,Debit Card,Desktop,0.28,10,0
TXN0119456,CUST020566,PROD00030,2024-06-04,613.8,Credit Card,Mobile,0.04,7,0
TXN0119457,CUST000931,PROD01309,2019-09-08,802.21,Credit Card,Mobile,0.19,7,0
TXN0119458,CUST020184,PROD01565,2023-07-24,323.05,UPI,Tablet,0.07,10,0
TXN0119459,CUST001238,PROD00369,2021-02-02,646.7,UPI,Mobile,0.35,3,0
TXN0119460,CUST003403,PROD01411,2019-08-01,365.68,Debit Card,Desktop,0.48,3,0
TXN0119461,CUST018911,PROD00757,2021-09-23,144.75,Credit Card,Mobile,0.4,4,0
TXN0119462,CUST009610,PROD00337,2021-08-18,205.27,PayPal,Tablet,0.19,7,0
TXN0119463,CUST020710,PROD00435,2024-01-28,38.0,UPI,Desktop,0.33,7,0
TXN0119464,CUST023380,PROD00552,2023-10-01,181.67,PayPal,Mobile,0.5,0,1
TXN0119465,CUST022436,PROD00470,2024-06-03,790.51,Crypto,Tablet,0.02,9,1
TXN0119466,CUST014655,PROD01631,2024-03-03,274.79,Crypto,Mobile,0.14,9,0
TXN0119467,CUST021934,PROD01213,2020-02-20,884.29,PayPal,Desktop,0.04,5,0
TXN0119468,CUST024753,PROD00972,2023-10-28,657.57,PayPal,Tablet,0.32,6,0
TXN0119469,CUST000337,PROD01931,2023-10-29,155.93,Crypto,Mobile,0.42,0,0
TXN0119470,CUST014678,PROD01706,2019-05-17,518.75,PayPal,Desktop,0.18,6,0
TXN0119471,CUST016934,PROD00906,2020-03-13,242.64,UPI,Tablet,0.2,2,0
TXN0119472,CUST011817,PROD01202,2021-03-05,239.91,Credit Card,Mobile,0.15,9,0
TXN0119473,CUST007595,PROD00151,2022-09-14,560.35,Crypto,Desktop,0.28,1,0
TXN0119474,CUST005089,PROD00955,2019-03-01,893.67,PayPal,Mobile,0.06,5,0
TXN0119475,CUST014517,PROD01202,2021-11-09,256.85,PayPal,Mobile,0.09,3,0
TXN0119476,CUST011360,PROD00751,2023-10-21,94.45,UPI,Mobile,0.04,2,0
TXN0119477,CUST017949,PROD00210,2019-10-03,696.32,PayPal,Desktop,0.07,7,0
TXN0119478,CUST020182,PROD01272,2019-01-07,357.22,Crypto,Desktop,0.42,6,0
TXN0119479,CUST013736,PROD01962,2020-05-27,906.06,UPI,Desktop,0.09,6,0
TXN0119480,CUST001397,PROD00948,2021-11-04,574.17,UPI,Mobile,0.24,9,0
TXN0119481,CUST002494,PROD00304,2023-10-07,248.81,UPI,Desktop,0.35,1,0
TXN0119482,CUST008084,PROD01521,2023-06-05,656.62,Debit Card,Desktop,0.09,7,0
TXN0119483,CUST018420,PROD01686,2023-10-12,514.82,Credit Card,Desktop,0.22,4,0
TXN0119484,CUST022858,PROD00820,2022-08-05,559.01,UPI,Desktop,0.11,10,0
TXN0119485,CUST023733,PROD01812,2019-11-07,37.14,Debit Card,Desktop,0.46,4,0
TXN0119486,CUST012948,PROD00658,2023-02-10,815.89,UPI,Tablet,0.02,7,0
TXN0119487,CUST016361,PROD00033,2024-03-13,372.84,PayPal,Tablet,0.29,8,0
TXN0119488,CUST008769,PROD01762,2022-07-25,499.34,PayPal,Mobile,0.44,4,0
TXN0119489,CUST009609,PROD01697,2024-03-23,353.14,Debit Card,Mobile,0.39,7,1
TXN0119490,CUST007720,PROD00977,2021-01-10,664.82,Debit Card,Mobile,0.12,0,0
TXN0119491,CUST009968,PROD00987,2021-05-30,202.72,PayPal,Tablet,0.27,0,0
TXN0119492,CUST006641,PROD00911,2022-05-12,726.25,Credit Card,Desktop,0.03,2,0
TXN0119493,CUST014784,PROD00194,2023-02-01,225.28,Crypto,Tablet,0.14,8,0
TXN0119494,CUST021144,PROD00389,2019-06-28,133.62,PayPal,Desktop,0.19,2,0
TXN0119495,CUST002868,PROD00294,2021-07-19,216.83,Credit Card,Desktop,0.04,3,0
TXN0119496,CUST007168,PROD01069,2021-03-10,624.28,UPI,Desktop,0.08,6,0
TXN0119497,CUST008290,PROD00187,2020-04-10,438.69,Crypto,Desktop,0.42,5,0
TXN0119498,CUST007977,PROD00467,2021-11-15,476.68,Crypto,Desktop,0.23,6,0
TXN0119499,CUST008212,PROD01231,2023-01-14,438.69,Credit Card,Mobile,0.47,2,0
TXN0119500,CUST024220,PROD01313,2022-03-25,386.5,UPI,Desktop,0.08,2,0
TXN0119501,CUST008839,PROD01136,2024-06-02,533.04,Credit Card,Tablet,0.34,3,0
TXN0119502,CUST022202,PROD00383,2020-02-26,495.03,Credit Card,Desktop,0.38,5,0
TXN0119503,CUST007862,PROD01028,2021-05-04,538.98,UPI,Tablet,0.39,2,0
TXN0119504,CUST023998,PROD01331,2021-12-22,54.63,Crypto,Mobile,0.38,9,0
TXN0119505,CUST003975,PROD00557,2019-12-10,111.12,Credit Card,Desktop,0.08,1,0
TXN0119506,CUST006071,PROD01694,2022-11-11,336.96,PayPal,Mobile,0.22,8,0
TXN0119507,CUST024717,PROD00827,2021-05-11,71.06,Debit Card,Desktop,0.45,3,0
TXN0119508,CUST013860,PROD01734,2023-06-05,203.31,Crypto,Mobile,0.29,2,0
TXN0119509,CUST012281,PROD01433,2023-07-02,119.68,UPI,Tablet,0.19,1,0
TXN0119510,CUST002521,PROD00626,2020-06-06,539.08,Crypto,Tablet,0.01,8,0
TXN0119511,CUST020571,PROD00480,2020-05-23,494.31,Debit Card,Mobile,0.3,1,0
TXN0119512,CUST009108,PROD01938,2019-02-28,542.44,PayPal,Desktop,0.45,4,0
TXN0119513,CUST010597,PROD00402,2024-05-31,294.29,Credit Card,Tablet,0.1,1,0
TXN0119514,CUST016018,PROD00760,2023-02-02,254.37,Credit Card,Mobile,0.5,0,0
TXN0119515,CUST021712,PROD00997,2021-10-20,640.68,Credit Card,Tablet,0.11,8,0
TXN0119516,CUST001154,PROD00306,2021-01-08,311.65,Debit Card,Mobile,0.29,9,0
TXN0119517,CUST016634,PROD00552,2022-07-26,276.14,Credit Card,Desktop,0.24,10,0
TXN0119518,CUST000844,PROD00291,2020-03-31,229.63,Crypto,Mobile,0.39,5,0
TXN0119519,CUST002749,PROD00219,2019-12-18,330.22,Crypto,Desktop,0.24,9,0
TXN0119520,CUST023394,PROD01127,2022-06-08,77.14,PayPal,Tablet,0.17,4,0
TXN0119521,CUST000997,PROD00638,2019-12-15,456.18,Credit Card,Mobile,0.48,8,0
TXN0119522,CUST016488,PROD01155,2022-12-31,459.19,UPI,Desktop,0.28,7,0
TXN0119523,CUST000611,PROD00632,2019-10-21,203.86,Crypto,Tablet,0.02,10,0
TXN0119524,CUST012741,PROD00909,2019-09-25,312.8,PayPal,Tablet,0.22,9,0
TXN0119525,CUST017321,PROD01038,2019-01-16,184.36,Credit Card,Mobile,0.25,0,0
TXN0119526,CUST000544,PROD00007,2022-08-20,426.09,PayPal,Tablet,0.02,6,0
TXN0119527,CUST003864,PROD01042,2021-03-11,304.69,UPI,Desktop,0.34,2,0
TXN0119528,CUST002037,PROD00411,2022-08-18,679.92,Credit Card,Tablet,0.24,1,0
TXN0119529,CUST007209,PROD00856,2024-02-08,280.88,Crypto,Tablet,0.06,5,0
TXN0119530,CUST000070,PROD00117,2020-11-28,313.52,UPI,Tablet,0.17,9,0
